mes|diasemana|tipaccid|sexo|edad|nomgeo|longitud|latitud
7|3|1|2|27|Cuauhtémoc|-99.14794|19.42377
7|3|1|2|18|Cuauhtémoc|-99.17795|19.40575
7|4|1|2|51|Cuauhtémoc|-99.14473|19.42502
7|4|1|2|36|Cuauhtémoc|-99.13820|19.40351
7|5|1|2|62|Cuauhtémoc|-99.14594|19.44504
7|5|1|2|43|Cuauhtémoc|-99.17159|19.42494
7|7|4|3|21|Cuauhtémoc|-99.14682|19.40398
7|2|1|2|23|Cuauhtémoc|-99.14476|19.45706
7|5|10|3|41|Cuauhtémoc|-99.14016|19.43862
7|6|4|2|52|Cuauhtémoc|-99.16339|19.42212
7|6|1|2|56|Cuauhtémoc|-99.17932|19.40810
7|6|1|2|28|Cuauhtémoc|-99.14717|19.45867
7|6|1|2|47|Cuauhtémoc|-99.15366|19.42586
7|7|10|2|36|Cuauhtémoc|-99.12478|19.45201
7|1|4|2|19|Cuauhtémoc|-99.15068|19.44486
7|1|1|2|65|Cuauhtémoc|-99.16382|19.45582
7|3|1|3|52|Cuauhtémoc|-99.16714|19.43223
7|3|1|2|42|Cuauhtémoc|-99.16890|19.42308
7|4|1|2|40|Cuauhtémoc|-99.13647|19.44901
7|4|1|2|36|Cuauhtémoc|-99.17119|19.43398
7|7|1|3|32|Cuauhtémoc|-99.14971|19.40685
7|1|1|2|26|Cuauhtémoc|-99.16210|19.42572
7|3|4|2|34|Cuauhtémoc|-99.14524|19.46432
7|3|4|2|36|Cuauhtémoc|-99.15773|19.42037
7|4|1|2|52|Cuauhtémoc|-99.15922|19.45286
7|5|2|1|0|Cuauhtémoc|-99.14405|19.41319
7|3|1|1|0|Cuauhtémoc|-99.14033|19.41235
7|1|1|1|0|Cuauhtémoc|-99.13864|19.41984
8|1|11|2|45|Cuauhtémoc|-99.16047|19.44176
8|7|1|2|26|Cuauhtémoc|-99.15264|19.43758
8|7|10|2|99|Cuauhtémoc|-99.14686|19.44802
8|5|10|2|99|Cuauhtémoc|-99.16372|19.44281
8|7|1|2|27|Cuauhtémoc|-99.14236|19.42536
8|2|1|1|0|Cuauhtémoc|-99.16310|19.43280
8|4|4|2|48|Cuauhtémoc|-99.15429|19.43310
8|7|4|2|37|Cuauhtémoc|-99.16751|19.42660
8|3|1|1|0|Cuauhtémoc|-99.15700|19.44494
8|7|1|2|50|Cuauhtémoc|-99.15378|19.43791
8|5|3|2|99|Cuauhtémoc|-99.15699|19.41729
8|3|4|2|34|Cuauhtémoc|-99.14998|19.44858
8|1|1|2|29|Cuauhtémoc|-99.14644|19.42523
8|6|1|3|99|Cuauhtémoc|-99.15474|19.43273
8|2|10|2|57|Cuauhtémoc|-99.12619|19.40682
8|7|2|2|22|Cuauhtémoc|-99.14124|19.45116
8|7|1|2|30|Cuauhtémoc|-99.15396|19.44443
8|2|1|3|54|Cuauhtémoc|-99.16698|19.42165
8|3|1|2|37|Cuauhtémoc|-99.13149|19.43738
8|5|2|2|99|Cuauhtémoc|-99.14201|19.42691
8|1|2|2|59|Cuauhtémoc|-99.15267|19.41666
8|1|11|3|99|Cuauhtémoc|-99.17156|19.42526
8|3|10|2|64|Cuauhtémoc|-99.15678|19.40646
8|7|1|2|39|Cuauhtémoc|-99.15830|19.40636
8|4|1|2|38|Cuauhtémoc|-99.16578|19.44365
8|2|1|2|24|Cuauhtémoc|-99.14578|19.45246
8|2|10|2|59|Cuauhtémoc|-99.14073|19.41747
8|3|2|3|27|Cuauhtémoc|-99.13734|19.42629
8|6|4|2|27|Cuauhtémoc|-99.17350|19.40921
8|6|10|2|51|Cuauhtémoc|-99.16963|19.40245
8|3|2|2|48|Cuauhtémoc|-99.13713|19.41147
8|4|10|2|99|Cuauhtémoc|-99.13784|19.45780
8|5|2|2|23|Cuauhtémoc|-99.13379|19.42924
8|5|1|2|45|Cuauhtémoc|-99.13274|19.42374
8|6|10|2|21|Cuauhtémoc|-99.13992|19.46302
8|1|4|2|29|Cuauhtémoc|-99.15704|19.45864
8|1|2|2|30|Cuauhtémoc|-99.14578|19.45246
8|5|1|1|0|Cuauhtémoc|-99.13558|19.43796
8|2|4|1|0|Cuauhtémoc|-99.17025|19.42246
8|7|4|1|0|Cuauhtémoc|-99.13512|19.41266
8|7|1|1|0|Cuauhtémoc|-99.14472|19.42502
8|6|4|2|37|Cuauhtémoc|-99.13637|19.40462
8|6|10|2|18|Cuauhtémoc|-99.13142|19.45126
8|7|1|2|51|Cuauhtémoc|-99.12800|19.42590
8|1|1|2|41|Cuauhtémoc|-99.16334|19.41420
8|2|4|2|24|Cuauhtémoc|-99.13394|19.42005
8|4|10|2|31|Cuauhtémoc|-99.15255|19.42857
8|6|1|2|32|Cuauhtémoc|-99.16034|19.40301
8|3|1|2|46|Cuauhtémoc|-99.13416|19.46119
8|5|1|2|35|Cuauhtémoc|-99.15456|19.43279
8|5|4|2|50|Cuauhtémoc|-99.15596|19.45846
8|6|1|2|37|Cuauhtémoc|-99.14045|19.40746
8|1|1|3|48|Cuauhtémoc|-99.13826|19.41835
8|1|1|2|55|Cuauhtémoc|-99.16425|19.43657
8|3|1|2|34|Cuauhtémoc|-99.17566|19.42672
8|1|4|2|40|Cuauhtémoc|-99.14175|19.40371
8|2|1|2|44|Cuauhtémoc|-99.14005|19.40362
8|3|1|2|31|Cuauhtémoc|-99.16764|19.43991
8|4|4|2|55|Cuauhtémoc|-99.16359|19.42855
8|4|1|2|21|Cuauhtémoc|-99.12518|19.42832
8|6|4|2|45|Cuauhtémoc|-99.16345|19.42901
8|7|1|2|40|Cuauhtémoc|-99.12641|19.46115
8|7|11|2|41|Cuauhtémoc|-99.14543|19.43856
8|1|11|2|61|Cuauhtémoc|-99.16351|19.44982
8|4|1|1|0|Cuauhtémoc|-99.16091|19.41388
7|5|1|2|45|Cuauhtémoc|-99.14717|19.45867
5|1|10|2|39|Cuauhtémoc|-99.16739|19.40928
8|1|1|2|37|Cuauhtémoc|-99.12963|19.43541
8|1|1|2|27|Cuauhtémoc|-99.15904|19.43221
8|1|11|2|61|Cuauhtémoc|-99.16351|19.44982
9|1|4|2|31|Cuauhtémoc|-99.14250|19.42471
9|1|4|2|23|Cuauhtémoc|-99.14464|19.40718
9|4|1|2|23|Cuauhtémoc|-99.15877|19.41936
9|6|4|2|48|Cuauhtémoc|-99.16825|19.42676
9|2|4|2|47|Cuauhtémoc|-99.16358|19.42855
9|3|1|2|38|Cuauhtémoc|-99.16034|19.40301
9|3|1|2|30|Cuauhtémoc|-99.13864|19.46436
9|5|1|2|58|Cuauhtémoc|-99.14464|19.40718
9|7|1|1|0|Cuauhtémoc|-99.12706|19.40407
9|6|4|2|99|Cuauhtémoc|-99.15326|19.44630
9|1|1|1|0|Cuauhtémoc|-99.15464|19.43388
9|7|1|2|24|Cuauhtémoc|-99.15147|19.43091
9|3|2|2|45|Cuauhtémoc|-99.13044|19.46320
9|3|11|2|26|Cuauhtémoc|-99.14974|19.43553
9|4|1|2|49|Cuauhtémoc|-99.14432|19.45865
9|4|10|2|30|Cuauhtémoc|-99.13149|19.43738
9|5|10|3|20|Cuauhtémoc|-99.12828|19.42316
9|6|10|2|24|Cuauhtémoc|-99.14871|19.43992
9|4|1|2|46|Cuauhtémoc|-99.15115|19.42563
9|3|1|3|32|Cuauhtémoc|-99.16578|19.44365
9|3|1|2|45|Cuauhtémoc|-99.14685|19.44802
9|3|2|2|59|Cuauhtémoc|-99.13758|19.42409
9|4|11|2|28|Cuauhtémoc|-99.15665|19.44687
9|5|1|2|48|Cuauhtémoc|-99.14201|19.42691
9|6|1|2|37|Cuauhtémoc|-99.14742|19.44528
9|6|10|2|56|Cuauhtémoc|-99.14472|19.42502
9|1|1|2|34|Cuauhtémoc|-99.16270|19.45964
9|1|10|2|41|Cuauhtémoc|-99.13863|19.41549
9|2|2|2|45|Cuauhtémoc|-99.13149|19.43738
9|2|10|2|38|Cuauhtémoc|-99.13758|19.42409
9|2|11|2|37|Cuauhtémoc|-99.13975|19.44403
9|3|1|3|28|Cuauhtémoc|-99.15343|19.45189
9|4|1|2|22|Cuauhtémoc|-99.14644|19.42523
9|4|1|2|40|Cuauhtémoc|-99.15453|19.45207
9|4|1|2|57|Cuauhtémoc|-99.13334|19.46485
9|5|10|2|40|Cuauhtémoc|-99.12478|19.45201
9|1|1|2|31|Cuauhtémoc|-99.14464|19.40718
9|1|1|2|28|Cuauhtémoc|-99.13201|19.41683
9|2|1|2|56|Cuauhtémoc|-99.14821|19.44826
9|2|2|2|49|Cuauhtémoc|-99.13458|19.43019
9|2|2|2|52|Cuauhtémoc|-99.13774|19.45922
9|3|1|2|31|Cuauhtémoc|-99.13394|19.42005
9|2|10|2|50|Cuauhtémoc|-99.12546|19.43763
9|5|1|2|32|Cuauhtémoc|-99.12861|19.42776
9|1|1|2|99|Cuauhtémoc|-99.14250|19.42471
9|6|2|2|35|Cuauhtémoc|-99.14166|19.42901
9|3|10|2|64|Cuauhtémoc|-99.16571|19.42316
9|1|2|2|30|Cuauhtémoc|-99.13524|19.44360
9|3|1|2|26|Cuauhtémoc|-99.13043|19.46320
9|3|1|2|36|Cuauhtémoc|-99.14394|19.41424
9|4|1|2|41|Cuauhtémoc|-99.13915|19.44333
9|5|4|2|59|Cuauhtémoc|-99.16440|19.41885
9|1|4|2|45|Cuauhtémoc|-99.13092|19.42625
9|1|10|3|35|Cuauhtémoc|-99.16292|19.42221
9|1|1|2|18|Cuauhtémoc|-99.16238|19.42511
9|1|1|2|57|Cuauhtémoc|-99.16413|19.42648
9|5|10|2|25|Cuauhtémoc|-99.14874|19.46334
9|6|1|2|52|Cuauhtémoc|-99.12828|19.42316
9|2|1|2|22|Cuauhtémoc|-99.17795|19.40575
9|3|1|3|41|Cuauhtémoc|-99.14971|19.40685
9|4|1|2|27|Cuauhtémoc|-99.14034|19.42656
9|4|1|2|50|Cuauhtémoc|-99.15339|19.43887
9|5|1|3|50|Cuauhtémoc|-99.15049|19.44582
9|5|1|2|39|Cuauhtémoc|-99.14498|19.40388
9|6|1|2|45|Cuauhtémoc|-99.13941|19.42647
9|7|4|2|27|Cuauhtémoc|-99.13243|19.46438
9|7|10|2|33|Cuauhtémoc|-99.14495|19.45625
9|1|4|2|36|Cuauhtémoc|-99.16836|19.42045
9|1|1|2|30|Cuauhtémoc|-99.13470|19.45881
9|1|1|2|39|Cuauhtémoc|-99.14974|19.43553
9|1|1|2|42|Cuauhtémoc|-99.14497|19.40388
9|2|1|3|37|Cuauhtémoc|-99.16578|19.44365
9|2|1|2|51|Cuauhtémoc|-99.13184|19.41776
9|3|10|2|30|Cuauhtémoc|-99.12755|19.46153
9|4|1|2|44|Cuauhtémoc|-99.14006|19.41994
9|5|10|2|27|Cuauhtémoc|-99.15366|19.42585
9|6|1|2|30|Cuauhtémoc|-99.16104|19.45535
9|7|4|2|34|Cuauhtémoc|-99.17898|19.41693
9|7|1|3|28|Cuauhtémoc|-99.15343|19.45189
9|7|1|2|33|Cuauhtémoc|-99.15927|19.43175
9|1|4|2|31|Cuauhtémoc|-99.14250|19.42471
9|1|10|3|55|Cuauhtémoc|-99.16440|19.41885
9|1|1|3|56|Cuauhtémoc|-99.15775|19.45486
9|2|1|2|56|Cuauhtémoc|-99.14821|19.44826
9|2|1|3|27|Cuauhtémoc|-99.14452|19.40845
9|2|1|2|44|Cuauhtémoc|-99.15487|19.45025
9|2|1|2|43|Cuauhtémoc|-99.14250|19.42471
9|3|1|2|33|Cuauhtémoc|-99.15020|19.40405
9|6|1|1|0|Cuauhtémoc|-99.17988|19.40906
9|1|1|1|0|Cuauhtémoc|-99.17002|19.41581
9|3|1|1|0|Cuauhtémoc|-99.16587|19.40111
9|1|1|1|0|Cuauhtémoc|-99.12828|19.42316
9|1|4|1|0|Cuauhtémoc|-99.14005|19.40362
9|1|1|1|0|Cuauhtémoc|-99.15325|19.41965
9|4|1|1|0|Cuauhtémoc|-99.14924|19.42551
9|4|1|1|0|Cuauhtémoc|-99.12767|19.40606
9|5|2|1|0|Cuauhtémoc|-99.14394|19.41424
9|1|2|1|0|Cuauhtémoc|-99.14875|19.41220
9|3|1|1|0|Cuauhtémoc|-99.13056|19.42611
10|5|1|1|0|Cuauhtémoc|-99.16712|19.40063
10|4|1|1|0|Cuauhtémoc|-99.16414|19.41740
10|7|1|1|0|Cuauhtémoc|-99.18136|19.41271
10|7|1|1|0|Cuauhtémoc|-99.17381|19.42618
10|7|10|1|0|Cuauhtémoc|-99.17519|19.41143
10|3|1|1|0|Cuauhtémoc|-99.17669|19.41879
10|2|12|1|0|Cuauhtémoc|-99.13303|19.42590
10|6|1|2|45|Cuauhtémoc|-99.14319|19.45737
10|4|4|3|28|Cuauhtémoc|-99.15717|19.40394
10|6|1|2|54|Cuauhtémoc|-99.17051|19.42920
10|2|10|2|99|Cuauhtémoc|-99.14879|19.43997
10|6|1|1|0|Cuauhtémoc|-99.14970|19.44188
10|1|10|1|0|Cuauhtémoc|-99.13873|19.44392
10|5|4|2|47|Cuauhtémoc|-99.14927|19.41735
10|7|1|1|0|Cuauhtémoc|-99.16420|19.45268
10|2|2|1|0|Cuauhtémoc|-99.15148|19.40672
10|2|1|2|36|Cuauhtémoc|-99.14896|19.42713
10|5|1|2|32|Cuauhtémoc|-99.13089|19.45311
10|1|2|2|39|Cuauhtémoc|-99.16032|19.45305
10|5|10|2|44|Cuauhtémoc|-99.12792|19.40381
10|2|2|2|34|Cuauhtémoc|-99.13784|19.45780
10|3|10|2|62|Cuauhtémoc|-99.14644|19.42523
10|4|10|2|42|Cuauhtémoc|-99.13757|19.46292
10|6|2|2|28|Cuauhtémoc|-99.13444|19.43104
10|6|10|2|28|Cuauhtémoc|-99.13804|19.45620
10|4|10|2|18|Cuauhtémoc|-99.13299|19.40851
10|5|1|2|48|Cuauhtémoc|-99.14361|19.41772
10|5|2|2|35|Cuauhtémoc|-99.15823|19.41214
10|7|1|2|24|Cuauhtémoc|-99.16825|19.42676
10|6|11|2|55|Cuauhtémoc|-99.15104|19.44211
10|1|2|2|60|Cuauhtémoc|-99.17161|19.42174
10|2|2|2|41|Cuauhtémoc|-99.16414|19.41740
10|4|2|2|40|Cuauhtémoc|-99.12601|19.42287
10|4|1|2|66|Cuauhtémoc|-99.13582|19.42078
10|4|11|2|23|Cuauhtémoc|-99.16506|19.42828
10|6|1|3|20|Cuauhtémoc|-99.12488|19.44172
10|1|1|2|19|Cuauhtémoc|-99.14662|19.44897
10|4|10|2|38|Cuauhtémoc|-99.16857|19.42130
10|2|10|2|28|Cuauhtémoc|-99.12662|19.45794
9|3|1|2|28|Cuauhtémoc|-99.12762|19.41740
9|3|4|2|28|Cuauhtémoc|-99.14400|19.43678
10|6|1|1|0|Cuauhtémoc|-99.14161|19.40523
10|5|1|1|0|Cuauhtémoc|-99.13967|19.40633
10|5|1|1|0|Cuauhtémoc|-99.12762|19.41740
10|6|2|1|0|Cuauhtémoc|-99.06044|19.44571
10|1|2|1|0|Cuauhtémoc|-99.13394|19.42005
10|4|1|2|31|Cuauhtémoc|-99.16611|19.43823
10|4|10|2|43|Cuauhtémoc|-99.14831|19.41459
10|4|1|2|45|Cuauhtémoc|-99.15524|19.43288
10|5|1|2|32|Cuauhtémoc|-99.16824|19.40158
10|6|1|2|25|Cuauhtémoc|-99.17058|19.43489
10|1|11|3|34|Cuauhtémoc|-99.15359|19.42611
10|3|10|2|30|Cuauhtémoc|-99.15351|19.43373
10|4|1|2|33|Cuauhtémoc|-99.13178|19.40858
10|4|1|2|42|Cuauhtémoc|-99.16963|19.40245
10|5|10|2|35|Cuauhtémoc|-99.13784|19.45780
10|6|1|2|37|Cuauhtémoc|-99.14250|19.42471
10|6|1|2|49|Cuauhtémoc|-99.15542|19.42546
10|6|1|2|18|Cuauhtémoc|-99.17558|19.42684
10|7|1|2|19|Cuauhtémoc|-99.14784|19.41725
10|7|1|2|27|Cuauhtémoc|-99.14016|19.43862
10|1|1|2|23|Cuauhtémoc|-99.13975|19.44404
10|1|1|2|31|Cuauhtémoc|-99.16076|19.41654
10|2|10|2|33|Cuauhtémoc|-99.14495|19.45625
10|2|1|2|51|Cuauhtémoc|-99.14047|19.43688
10|2|1|2|52|Cuauhtémoc|-99.15922|19.45286
10|2|4|2|25|Cuauhtémoc|-99.17345|19.42927
10|4|1|2|56|Cuauhtémoc|-99.16751|19.42661
10|4|1|2|35|Cuauhtémoc|-99.14495|19.45625
10|6|1|2|25|Cuauhtémoc|-99.13616|19.40594
10|7|1|2|40|Cuauhtémoc|-99.14127|19.42458
10|1|1|3|60|Cuauhtémoc|-99.15021|19.40405
10|2|1|2|28|Cuauhtémoc|-99.15522|19.40649
10|2|1|3|34|Cuauhtémoc|-99.15021|19.40405
10|2|1|2|22|Cuauhtémoc|-99.17795|19.40575
10|4|1|2|34|Cuauhtémoc|-99.14250|19.42471
10|5|10|2|36|Cuauhtémoc|-99.16621|19.41844
10|7|1|2|41|Cuauhtémoc|-99.15056|19.43330
10|1|1|2|24|Cuauhtémoc|-99.16351|19.44982
10|1|1|2|36|Cuauhtémoc|-99.17414|19.42123
10|2|1|2|36|Cuauhtémoc|-99.14896|19.42713
10|2|10|2|30|Cuauhtémoc|-99.14418|19.41033
10|3|1|2|32|Cuauhtémoc|-99.12921|19.42328
10|4|1|2|50|Cuauhtémoc|-99.16388|19.42915
10|4|4|2|27|Cuauhtémoc|-99.15414|19.46056
10|5|1|2|29|Cuauhtémoc|-99.14250|19.42471
11|3|1|2|43|Cuauhtémoc|-99.15780|19.44064
11|3|1|2|25|Cuauhtémoc|-99.14398|19.34231
11|3|1|2|24|Cuauhtémoc|-99.15096|19.42660
11|4|1|2|32|Cuauhtémoc|-99.13784|19.45780
11|5|1|2|38|Cuauhtémoc|-99.14080|19.43476
11|6|10|2|32|Cuauhtémoc|-99.15709|19.43663
11|6|1|3|38|Cuauhtémoc|-99.14062|19.43606
11|1|1|2|17|Cuauhtémoc|-99.13268|19.41325
11|1|1|2|58|Cuauhtémoc|-99.15569|19.43981
11|3|1|2|44|Cuauhtémoc|-99.12452|19.45666
11|4|4|2|58|Cuauhtémoc|-99.16210|19.42572
11|5|1|3|43|Cuauhtémoc|-99.14794|19.42377
11|6|4|2|21|Cuauhtémoc|-99.13954|19.40753
11|6|1|2|55|Cuauhtémoc|-99.16571|19.42316
11|2|1|2|37|Cuauhtémoc|-99.12874|19.41825
11|3|1|2|43|Cuauhtémoc|-99.14256|19.42449
11|3|1|2|33|Cuauhtémoc|-99.14250|19.42471
11|3|1|2|52|Cuauhtémoc|-99.14975|19.43553
11|3|1|2|45|Cuauhtémoc|-99.14730|19.46372
11|4|1|2|37|Cuauhtémoc|-99.15053|19.41118
11|5|1|2|48|Cuauhtémoc|-99.14250|19.42471
11|5|1|2|34|Cuauhtémoc|-99.17109|19.42404
11|6|4|3|29|Cuauhtémoc|-99.15294|19.44804
11|6|1|2|39|Cuauhtémoc|-99.13558|19.42401
11|7|1|3|38|Cuauhtémoc|-99.15659|19.42520
11|1|1|2|59|Cuauhtémoc|-99.13043|19.46321
11|3|10|2|20|Cuauhtémoc|-99.10755|19.43400
11|3|1|2|20|Cuauhtémoc|-99.14578|19.45246
11|5|10|2|30|Cuauhtémoc|-99.14741|19.42537
11|6|1|2|47|Cuauhtémoc|-99.15494|19.44147
11|1|1|3|56|Cuauhtémoc|-99.13458|19.43019
11|1|1|2|43|Cuauhtémoc|-99.17175|19.42529
11|1|1|1|0|Cuauhtémoc|-99.16677|19.43158
11|2|2|1|0|Cuauhtémoc|-99.13482|19.44753
11|2|10|2|43|Cuauhtémoc|-99.13788|19.45732
11|3|1|2|35|Cuauhtémoc|-99.17799|19.41644
11|2|1|2|46|Cuauhtémoc|-99.15078|19.41005
11|1|1|2|44|Cuauhtémoc|-99.16176|19.40618
11|5|4|2|58|Cuauhtémoc|-99.14250|19.42471
11|4|10|2|40|Cuauhtémoc|-99.14349|19.41885
11|4|10|2|41|Cuauhtémoc|-99.16119|19.40622
11|6|10|2|36|Cuauhtémoc|-99.16189|19.42532
11|7|1|2|35|Cuauhtémoc|-99.13443|19.41709
11|5|2|2|40|Cuauhtémoc|-99.13954|19.40753
11|5|11|2|34|Cuauhtémoc|-99.13303|19.42590
11|3|2|3|51|Cuauhtémoc|-99.13089|19.45311
11|4|10|2|49|Cuauhtémoc|-99.12452|19.43280
11|3|1|2|39|Cuauhtémoc|-99.16312|19.42302
11|4|2|2|58|Cuauhtémoc|-99.12678|19.42572
11|4|10|2|36|Cuauhtémoc|-99.15608|19.41993
11|5|2|2|22|Cuauhtémoc|-99.17990|19.40903
11|4|1|2|72|Cuauhtémoc|-99.16918|19.42983
11|7|10|3|24|Cuauhtémoc|-99.15453|19.45207
11|2|1|2|53|Cuauhtémoc|-99.15927|19.43175
11|2|10|3|24|Cuauhtémoc|-99.15522|19.40649
11|3|1|2|19|Cuauhtémoc|-99.13873|19.44392
11|4|1|2|28|Cuauhtémoc|-99.16504|19.44670
11|7|1|2|30|Cuauhtémoc|-99.15704|19.45864
11|1|2|2|50|Cuauhtémoc|-99.13889|19.42995
11|4|2|2|32|Cuauhtémoc|-99.13841|19.44992
11|6|2|2|35|Cuauhtémoc|-99.15259|19.44235
11|5|1|1|0|Cuauhtémoc|-99.12878|19.44879
11|5|1|1|0|Cuauhtémoc|-99.14355|19.41825
11|7|1|1|0|Cuauhtémoc|-99.14976|19.40688
11|4|1|1|0|Cuauhtémoc|-99.14439|19.40982
11|6|1|1|0|Cuauhtémoc|-99.12674|19.40882
11|4|1|1|0|Cuauhtémoc|-99.10122|19.40024
11|5|1|1|0|Cuauhtémoc|-99.15605|19.42377
11|5|1|1|0|Cuauhtémoc|-99.15506|19.41583
11|2|10|1|0|Cuauhtémoc|-99.16812|19.40699
11|5|1|1|0|Cuauhtémoc|-99.15605|19.42377
10|2|1|1|0|Cuauhtémoc|-99.15221|19.43857
10|1|1|2|99|Cuauhtémoc|-99.16372|19.44280
10|5|1|1|0|Cuauhtémoc|-99.16842|19.43423
10|7|4|1|0|Cuauhtémoc|-99.14975|19.43553
10|2|1|1|0|Cuauhtémoc|-99.15808|19.43438
9|4|1|1|0|Cuauhtémoc|-99.17152|19.42524
9|3|1|1|0|Cuauhtémoc|-99.16571|19.42316
9|2|4|1|0|Cuauhtémoc|-99.14975|19.43553
9|3|4|1|0|Cuauhtémoc|-99.16248|19.43150
9|3|1|1|0|Cuauhtémoc|-99.16248|19.43150
12|2|1|1|0|Cuauhtémoc|-99.16942|19.41506
12|2|4|1|0|Cuauhtémoc|-99.16987|19.42800
12|5|1|1|0|Cuauhtémoc|-99.15408|19.42120
12|2|1|1|0|Cuauhtémoc|-99.12518|19.42832
12|6|1|2|31|Cuauhtémoc|-99.16981|19.42013
12|2|1|1|0|Cuauhtémoc|-99.15268|19.44879
12|4|1|2|21|Cuauhtémoc|-99.14405|19.41319
12|2|1|2|47|Cuauhtémoc|-99.14783|19.44341
12|4|10|2|52|Cuauhtémoc|-99.12327|19.44085
12|7|2|2|50|Cuauhtémoc|-99.16825|19.42676
12|5|1|1|0|Cuauhtémoc|-99.13979|19.44149
12|7|4|2|48|Cuauhtémoc|-99.13699|19.42403
12|5|1|2|38|Cuauhtémoc|-99.13585|19.40802
12|5|10|2|49|Cuauhtémoc|-99.13505|19.42762
12|5|10|2|43|Cuauhtémoc|-99.15522|19.40649
12|5|1|3|64|Cuauhtémoc|-99.17795|19.40575
12|2|2|2|35|Cuauhtémoc|-99.14974|19.43553
12|3|1|2|21|Cuauhtémoc|-99.16360|19.43894
12|3|1|2|45|Cuauhtémoc|-99.15656|19.41554
12|4|10|2|51|Cuauhtémoc|-99.15666|19.45471
12|5|1|2|69|Cuauhtémoc|-99.14001|19.42231
12|7|1|2|58|Cuauhtémoc|-99.15808|19.43438
12|1|2|2|26|Cuauhtémoc|-99.13080|19.44322
12|5|10|2|41|Cuauhtémoc|-99.15709|19.43663
12|1|1|2|34|Cuauhtémoc|-99.15053|19.41118
12|2|10|2|31|Cuauhtémoc|-99.13425|19.42600
12|7|1|3|33|Cuauhtémoc|-99.14218|19.43210
12|3|1|3|41|Cuauhtémoc|-99.14112|19.44423
12|3|1|2|52|Cuauhtémoc|-99.14183|19.42794
12|2|2|1|0|Cuauhtémoc|-99.14127|19.41405
12|7|1|1|0|Cuauhtémoc|-99.12888|19.40563
12|4|1|1|0|Cuauhtémoc|-99.13981|19.44137
12|7|1|1|0|Cuauhtémoc|-99.12876|19.41785
12|4|1|1|0|Cuauhtémoc|-99.14655|19.41533
12|4|1|1|0|Cuauhtémoc|-99.14369|19.41689
12|1|1|1|0|Cuauhtémoc|-99.12564|19.44371
12|3|1|3|47|Cuauhtémoc|-99.16077|19.46132
12|3|1|2|40|Cuauhtémoc|-99.17119|19.43398
12|3|1|2|28|Cuauhtémoc|-99.17919|19.40806
12|4|1|2|60|Cuauhtémoc|-99.16977|19.43101
12|4|4|2|19|Cuauhtémoc|-99.14741|19.42537
12|5|4|2|30|Cuauhtémoc|-99.13569|19.42250
12|6|1|2|32|Cuauhtémoc|-99.13734|19.42629
12|6|1|2|42|Cuauhtémoc|-99.17019|19.42206
12|1|10|2|42|Cuauhtémoc|-99.15326|19.44630
12|1|1|2|35|Cuauhtémoc|-99.16269|19.41192
12|1|1|2|40|Cuauhtémoc|-99.12478|19.45201
12|1|1|2|24|Cuauhtémoc|-99.14201|19.42691
12|2|10|3|65|Cuauhtémoc|-99.14222|19.40733
12|2|1|2|24|Cuauhtémoc|-99.16339|19.42212
12|3|1|2|25|Cuauhtémoc|-99.13915|19.44333
12|5|1|3|29|Cuauhtémoc|-99.12885|19.42605
12|5|1|2|40|Cuauhtémoc|-99.15366|19.42585
12|5|1|2|37|Cuauhtémoc|-99.14018|19.42117
12|5|1|2|94|Cuauhtémoc|-99.14862|19.43302
12|6|1|2|33|Cuauhtémoc|-99.12575|19.45767
12|6|1|3|72|Cuauhtémoc|-99.16120|19.41223
12|7|1|2|38|Cuauhtémoc|-99.15951|19.44137
12|2|1|2|18|Cuauhtémoc|-99.14157|19.45759
12|3|1|2|29|Cuauhtémoc|-99.14464|19.40718
12|4|1|2|31|Cuauhtémoc|-99.17241|19.42343
12|4|1|2|58|Cuauhtémoc|-99.15366|19.42585
12|1|4|2|31|Cuauhtémoc|-99.17777|19.41929
12|1|4|2|66|Cuauhtémoc|-99.16334|19.41420
12|6|1|3|38|Cuauhtémoc|-99.12873|19.40687
12|1|1|2|46|Cuauhtémoc|-99.13477|19.42937
12|3|1|2|30|Cuauhtémoc|-99.17833|19.41811
12|7|1|3|35|Cuauhtémoc|-99.14218|19.43210
11|5|1|1|0|Cuauhtémoc|-99.13841|19.44993
10|2|1|1|0|Cuauhtémoc|-99.14613|19.45735
10|4|1|1|0|Cuauhtémoc|-99.14344|19.46423
1|3|1|2|59|Miguel Hidalgo|-99.19044|19.43785
1|4|1|2|35|Miguel Hidalgo|-99.22735|19.39580
1|5|10|2|25|Miguel Hidalgo|-99.20312|19.40307
1|5|1|2|24|Miguel Hidalgo|-99.21204|19.42868
1|5|1|2|43|Miguel Hidalgo|-99.18454|19.40511
1|7|1|2|55|Miguel Hidalgo|-99.18430|19.40783
1|7|1|2|30|Miguel Hidalgo|-99.19839|19.42669
1|1|1|2|32|Miguel Hidalgo|-99.21416|19.43889
1|2|4|2|57|Miguel Hidalgo|-99.19666|19.43167
1|2|4|2|58|Miguel Hidalgo|-99.25925|19.39260
1|3|4|2|28|Miguel Hidalgo|-99.24364|19.38699
1|4|1|2|45|Miguel Hidalgo|-99.20486|19.42727
1|5|1|3|39|Miguel Hidalgo|-99.17119|19.43398
1|5|4|3|99|Miguel Hidalgo|-99.19972|19.43411
1|5|1|2|37|Miguel Hidalgo|-99.18523|19.39698
